sku,name,price,stock,description,is_active,brand,color,image_url
NEX-037,"NexusGear Blue Item 37",412.65,10,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Black,placeholder.jpg
NEX-038,"NexusGear Blue Item 38",369.68,73,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Gold,placeholder.jpg
NEX-039,"NexusGear Green Item 39",162.37,0,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Silver,placeholder.jpg
NEX-040,"NexusGear White Item 40",390.33,79,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Gold,placeholder.jpg
NEX-041,"NexusGear White Item 41",377.45,99,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Red,placeholder.jpg
NEX-042,"NexusGear Blue Item 42",25.28,11,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Blue,placeholder.jpg
NEX-043,"NexusGear Silver Item 43",17.69,79,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Red,placeholder.jpg
NEX-044,"NexusGear Red Item 44",217.67,8,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Silver,placeholder.jpg
NEX-045,"NexusGear Silver Item 45",324.78,62,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Red,placeholder.jpg
NEX-046,"NexusGear Black Item 46",182.23,27,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Blue,placeholder.jpg
NEX-047,"NexusGear Green Item 47",411.99,49,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Silver,placeholder.jpg
NEX-048,"NexusGear Gold Item 48",95.18,92,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Silver,placeholder.jpg
NEX-049,"NexusGear Black Item 49",242.53,96,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Red,placeholder.jpg
NEX-050,"NexusGear White Item 50",112.62,93,"This is a premium product from NexusGear. It features high-quality materials and a sleek design.",1,NexusGear,Green,placeholder.jpg
OPT-001,"OptimaStyle White Item 1",165.71,57,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Blue,placeholder.jpg
OPT-002,"OptimaStyle Gold Item 2",36.4,8,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-003,"OptimaStyle Silver Item 3",163.55,60,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-004,"OptimaStyle Black Item 4",104.38,95,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-005,"OptimaStyle Black Item 5",391.93,87,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-006,"OptimaStyle Silver Item 6",454.27,3,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-007,"OptimaStyle Green Item 7",218.12,75,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-008,"OptimaStyle Gold Item 8",211.89,57,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-009,"OptimaStyle Gold Item 9",305.06,76,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-010,"OptimaStyle Blue Item 10",144.96,97,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-011,"OptimaStyle Silver Item 11",364.7,69,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-012,"OptimaStyle White Item 12",137.61,10,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Gold,placeholder.jpg
OPT-013,"OptimaStyle Silver Item 13",69.1,43,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Gold,placeholder.jpg
OPT-014,"OptimaStyle White Item 14",285.22,35,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-015,"OptimaStyle Silver Item 15",42.59,33,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-016,"OptimaStyle Gold Item 16",129.62,9,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-017,"OptimaStyle Red Item 17",473.71,17,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-018,"OptimaStyle Blue Item 18",305.15,64,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-019,"OptimaStyle Silver Item 19",107.19,80,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-020,"OptimaStyle Blue Item 20",96.33,18,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-021,"OptimaStyle Red Item 21",418.76,68,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-022,"OptimaStyle Green Item 22",191.23,31,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-023,"OptimaStyle Red Item 23",51.68,45,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Gold,placeholder.jpg
OPT-024,"OptimaStyle Silver Item 24",320.2,36,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Blue,placeholder.jpg
OPT-025,"OptimaStyle Red Item 25",135.22,75,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-026,"OptimaStyle Black Item 26",446.74,15,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-027,"OptimaStyle Silver Item 27",446.15,33,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-028,"OptimaStyle Blue Item 28",159.23,14,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-029,"OptimaStyle Green Item 29",369.78,93,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Blue,placeholder.jpg
OPT-030,"OptimaStyle Silver Item 30",291.66,11,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-031,"OptimaStyle Gold Item 31",367.58,32,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-032,"OptimaStyle Silver Item 32",119.8,92,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Gold,placeholder.jpg
OPT-033,"OptimaStyle Black Item 33",21.64,85,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-034,"OptimaStyle Silver Item 34",71.47,88,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-035,"OptimaStyle Black Item 35",156.47,4,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-036,"OptimaStyle Black Item 36",255.47,62,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-037,"OptimaStyle Red Item 37",128.66,50,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-038,"OptimaStyle Blue Item 38",93.65,47,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-039,"OptimaStyle Blue Item 39",410.76,68,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-040,"OptimaStyle Green Item 40",145.03,58,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-041,"OptimaStyle White Item 41",121.82,89,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-042,"OptimaStyle Silver Item 42",457.59,17,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,White,placeholder.jpg
OPT-043,"OptimaStyle Blue Item 43",356.87,7,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Blue,placeholder.jpg
OPT-044,"OptimaStyle Silver Item 44",402.15,5,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Black,placeholder.jpg
OPT-045,"OptimaStyle Blue Item 45",71.95,87,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Gold,placeholder.jpg
OPT-046,"OptimaStyle Silver Item 46",427.29,91,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-047,"OptimaStyle White Item 47",348.36,87,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Red,placeholder.jpg
OPT-048,"OptimaStyle Blue Item 48",301.47,10,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Silver,placeholder.jpg
OPT-049,"OptimaStyle Gold Item 49",13.15,11,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
OPT-050,"OptimaStyle Silver Item 50",357.83,71,"This is a premium product from OptimaStyle. It features high-quality materials and a sleek design.",1,OptimaStyle,Green,placeholder.jpg
URB-001,"UrbanPulse Silver Item 1",486.4,25,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-002,"UrbanPulse Blue Item 2",195.99,22,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Green,placeholder.jpg
URB-003,"UrbanPulse Black Item 3",109.7,44,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-004,"UrbanPulse Green Item 4",175.86,94,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-005,"UrbanPulse Blue Item 5",489.11,78,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-006,"UrbanPulse Silver Item 6",488.91,27,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-007,"UrbanPulse White Item 7",164.67,97,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-008,"UrbanPulse Gold Item 8",323.42,59,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-009,"UrbanPulse Black Item 9",100.07,31,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-010,"UrbanPulse White Item 10",192.2,15,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-011,"UrbanPulse Gold Item 11",368.71,54,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-012,"UrbanPulse White Item 12",186.22,14,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-013,"UrbanPulse Blue Item 13",157.85,100,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-014,"UrbanPulse Blue Item 14",487.84,97,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-015,"UrbanPulse Green Item 15",244.18,16,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-016,"UrbanPulse Green Item 16",217.91,5,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-017,"UrbanPulse Red Item 17",345,55,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-018,"UrbanPulse White Item 18",337.24,68,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,White,placeholder.jpg
URB-019,"UrbanPulse Blue Item 19",143.78,50,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-020,"UrbanPulse Red Item 20",119.82,52,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,White,placeholder.jpg
URB-021,"UrbanPulse White Item 21",289.21,99,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-022,"UrbanPulse Black Item 22",272.72,35,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-023,"UrbanPulse Silver Item 23",265.11,92,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-024,"UrbanPulse Gold Item 24",461.41,39,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-025,"UrbanPulse Red Item 25",412.31,17,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-026,"UrbanPulse Blue Item 26",325.9,51,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-027,"UrbanPulse White Item 27",101.09,24,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-028,"UrbanPulse White Item 28",492.59,65,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Green,placeholder.jpg
URB-029,"UrbanPulse Silver Item 29",97.09,19,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Green,placeholder.jpg
URB-030,"UrbanPulse Green Item 30",410.85,48,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-031,"UrbanPulse White Item 31",189.52,3,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-032,"UrbanPulse Red Item 32",411.78,56,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,White,placeholder.jpg
URB-033,"UrbanPulse Red Item 33",334.44,20,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-034,"UrbanPulse Gold Item 34",105.04,82,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-035,"UrbanPulse Gold Item 35",19.56,17,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
URB-036,"UrbanPulse Green Item 36",55.28,47,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,White,placeholder.jpg
URB-037,"UrbanPulse Red Item 37",387.7,64,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-038,"UrbanPulse Green Item 38",143.09,55,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Green,placeholder.jpg
URB-039,"UrbanPulse Blue Item 39",446.24,80,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-040,"UrbanPulse Blue Item 40",352.12,69,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-041,"UrbanPulse Green Item 41",245.81,89,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-042,"UrbanPulse Silver Item 42",346.02,54,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-043,"UrbanPulse White Item 43",291.2,52,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-044,"UrbanPulse Gold Item 44",310.19,32,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Black,placeholder.jpg
URB-045,"UrbanPulse Blue Item 45",216.12,7,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Silver,placeholder.jpg
URB-046,"UrbanPulse White Item 46",134.24,80,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Blue,placeholder.jpg
URB-047,"UrbanPulse Green Item 47",494.47,47,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-048,"UrbanPulse Silver Item 48",206.05,0,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Green,placeholder.jpg
URB-049,"UrbanPulse Gold Item 49",71.19,67,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Gold,placeholder.jpg
URB-050,"UrbanPulse Blue Item 50",203.6,7,"This is a premium product from UrbanPulse. It features high-quality materials and a sleek design.",1,UrbanPulse,Red,placeholder.jpg
VEL-001,"Velociti White Item 1",325.05,78,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-002,"Velociti Red Item 2",441.18,92,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-003,"Velociti Gold Item 3",82.73,47,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-004,"Velociti Green Item 4",75.08,18,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-005,"Velociti White Item 5",346.77,16,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Silver,placeholder.jpg
VEL-006,"Velociti White Item 6",15.61,65,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Silver,placeholder.jpg
VEL-007,"Velociti Green Item 7",442.23,30,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-008,"Velociti Red Item 8",424.27,11,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-009,"Velociti White Item 9",11.43,3,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-010,"Velociti White Item 10",336.46,26,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-011,"Velociti Red Item 11",17.94,64,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
VEL-012,"Velociti White Item 12",305.03,46,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-013,"Velociti Gold Item 13",390.57,74,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Blue,placeholder.jpg
VEL-014,"Velociti Blue Item 14",103.5,92,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-015,"Velociti Gold Item 15",350.2,16,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-016,"Velociti Silver Item 16",105.61,20,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Green,placeholder.jpg
VEL-017,"Velociti Green Item 17",440.08,68,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-018,"Velociti Silver Item 18",137.19,69,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
VEL-019,"Velociti Red Item 19",267.37,92,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-020,"Velociti Black Item 20",126,44,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-021,"Velociti Silver Item 21",193.23,55,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Silver,placeholder.jpg
VEL-022,"Velociti White Item 22",28.4,71,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Silver,placeholder.jpg
VEL-023,"Velociti Green Item 23",259.52,88,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Red,placeholder.jpg
VEL-024,"Velociti Red Item 24",376.52,2,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Gold,placeholder.jpg
VEL-025,"Velociti Red Item 25",426.48,16,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-026,"Velociti Red Item 26",414.3,60,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,Black,placeholder.jpg
VEL-027,"Velociti Silver Item 27",242.26,61,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
VEL-028,"Velociti Red Item 28",36.86,1,"This is a premium product from Velociti. It features high-quality materials and a sleek design.",1,Velociti,White,placeholder.jpg
